State,County,Percent_Fair_or_Poor_Health,Average_Number_of_Physically_Unhealthy_Days,Average_Number_of_Mentally_Unhealthy_Days,Percent_Smokers,Percent_Adults_with_Obesity,Food_Environment_Index,Percent_Physically_Inactive,Percent_With_Access_to_Exercise_Opportunities,Percent_Excessive_Drinking,Percent_Uninsured,Primary_Care_Physicians_Rate,Dentist_Rate,Mental_Health_Provider_Rate,Preventable_Hospitalization_Rate,Percent_Vaccinated,High_School_Graduation_Rate,Percent_Some_College,Percent_Unemployed,Percent_Single_Parent_Households,Social_Association_Rate,Violent_Crime_Rate,Polution_Average_Daily_PM2.5,Presence_of_Water_Violation,Percent_Severe_Housing_Problems,Percent_Drive_Alone_to_Work,Percent_Long_Commute,Percent_Adults_with_Diabetes,Percent_Limited_Access_to_Healthy_Foods,Median_Household_Income,Household_Income_(AIAN),Household_Income_(Asian),Household_Income_(Black),Household_Income_(Hispanic),Household_Income_(White),Population,Population_Black,Population_AIAN,Population_Asian,Population_NHPI,Population_Hispanic,Population_NHW,%_Insufficient_Sleep,Average_Traffic_Volume_per_Meter_of_Major_Roadways,%_Homeowners,%_Severe_Housing_Cost_Burden,%_Children_in_Poverty,Teen_Birth_Rate
Arizona,Yavapai,15,4.1,4.5,17,23,6.8,23,85,17,13,62,65,187,2246,42,82,60,4.5,31,8.9,300,5.1,1,17,76,28,11,13,48758,47500,69732,53580,47255,50595,231993,1609,4925,2742,345,34046,186424,30,63,72,15,19,
Arizona,Yuma,23,4.1,3.7,13,37,6.8,26,84,18,14,47,29,57,3604,39,89,55,17,31,4.6,330,8,1,18,82,20,14,10,44116,35063,75195,43241,39854,49704,212128,4013,4824,3367,532,136425,64524,30,71,67,14,28,
Arkansas,Arkansas,23,4.8,4.7,20,31,5.5,38,48,14,9,56,45,107,6767,41,82,55,3.4,42,13.4,473,10,0,10,82,14,19,18,43887,,,25971,21618,46932,17769,4346,64,148,7,582,12342,36,40,64,11,24,
Arkansas,Ashley,24,4.8,4.9,20,43,6,47,50,13,9,39,40,75,7550,44,90,53,5.5,35,13.8,321,9.6,1,12,84,22,15,12,41127,,,19350,26607,48929,20046,4911,143,51,20,1105,13692,33,26,74,12,29,
Arkansas,Baxter,19,4.4,4.7,16,34,7.7,30,65,13,8,75,53,274,4453,47,86,62,4.1,32,9.7,182,9.7,0,10,84,15,17,4,39686,41023,36728,,55187,41026,41619,146,329,218,27,1047,39314,32,77,76,9,23,
Arkansas,Benton,16,3.8,4,17,29,8.2,24,77,18,10,60,41,224,3144,51,90,62,2.9,23,8.6,275,10.4,1,11,85,21,9,5,68978,43971,91528,61052,51059,66334,272608,4878,5137,11131,1954,45975,198924,30,108,66,9,12,
Arkansas,Boone,21,4.4,4.6,20,34,7,30,54,14,9,75,53,117,3839,46,93,59,3.5,27,10.7,551,9.4,1,12,81,23,15,10,44482,18400,,,45670,43262,37480,136,326,258,43,979,35082,30,69,72,9,22,
Arkansas,Bradley,28,5.2,4.9,22,46,6.5,41,67,13,12,55,37,28,7001,50,90,47,4.5,45,12,261,9.8,0,18,81,29,16,5,37729,,,27596,29309,53183,10897,2968,166,50,5,1712,6023,38,5,63,13,30,
Arkansas,Calhoun,24,4.8,4.7,21,29,4.6,37,11,13,8,38,0,0,4115,35,92,53,3.9,45,13.3,211,9.7,0,12,89,32,17,33,44969,,,28782,37031,50060,5277,1120,37,15,1,215,3812,36,32,84,9,21,
Arkansas,Carroll,22,4.7,4.5,18,28,8.1,34,52,13,13,57,28,78,3898,42,82,45,3.2,23,13.2,337,9.4,0,16,82,25,9,4,45023,,84342,,39219,44764,28223,155,372,436,302,4302,22351,34,49,76,9,25,
Arkansas,Chicot,30,5.2,5,23,39,2.9,36,29,11,9,103,67,594,7061,26,87,47,6.9,52,8.5,367,10,0,17,81,25,10,33,31787,,137885,23653,30192,44804,10438,5575,49,78,4,604,4062,37,47,64,15,44,
Arkansas,Clark,24,4.8,4.7,19,27,5.1,38,67,15,7,45,50,254,4252,49,84,62,3.8,39,15.3,329,10.1,1,15,77,28,15,21,45408,46696,,30566,,44905,22061,5319,144,141,12,1077,15098,33,128,63,11,26,
Arkansas,Clay,23,4.9,4.9,20,43,7.1,32,52,14,9,13,40,67,6965,31,93,50,4.4,46,14.7,221,10.8,1,13,84,32,15,4,37687,,,,,,14847,111,76,29,3,317,14131,32,54,69,10,29,
Arkansas,Cleburne,20,4.4,4.6,17,37,7.6,34,66,14,9,56,36,88,4667,44,92,46,4.5,29,15.2,367,10.1,0,11,82,33,12,3,44902,29900,,,22132,45000,24965,91,186,125,10,604,23642,31,8,75,9,24,
Arkansas,Cleveland,22,4.7,4.7,19,36,7,33,1,15,9,12,0,0,5769,44,96,51,3.9,33,7.3,95,9.8,0,8,84,54,17,6,47600,,,21042,,46418,8018,919,41,13,3,192,6759,33,8,75,7,21,
Arkansas,Columbia,27,5.2,5,20,36,5.9,34,42,14,8,59,42,187,5337,46,91,57,4.8,46,14,317,9.8,1,10,85,18,16,7,40909,,,22820,,50200,23537,8319,140,251,10,682,13919,37,27,69,15,28,
Arkansas,Conway,22,4.7,4.7,19,37,6.9,38,43,14,9,67,38,254,4012,27,86,51,4.4,34,14.3,211,10.2,1,14,81,38,19,6,44565,,,35233,38341,46392,20891,2363,183,97,7,840,16988,34,63,68,9,27,
Arkansas,Craighead,23,4.8,4.9,21,38,6.7,34,65,15,8,116,74,383,5917,49,93,63,3.1,43,8.4,431,10.8,1,15,83,15,14,9,45615,,,27550,32353,51090,108558,17401,587,1355,61,5624,82067,31,125,57,13,25,
Arkansas,Crawford,20,4.7,4.8,19,35,7.4,31,74,14,10,40,17,50,4683,44,90,56,3.6,32,7.6,380,10.3,1,14,86,27,15,8,47363,34323,37917,21181,28400,48226,63406,890,1622,1049,41,5101,53145,34,161,77,10,23,
Arkansas,Crittenden,26,4.9,4.8,23,41,5.8,38,73,13,8,35,70,213,4890,39,89,55,4.3,53,9.2,1274,10.1,1,18,81,31,20,5,42606,,76750,30373,37069,57607,48342,25941,186,325,30,1267,20050,36,248,58,15,29,
Arkansas,Cross,24,4.8,4.8,20,39,6.7,37,50,13,9,42,48,84,6557,40,92,48,4.2,40,17.2,664,10.2,0,13,83,31,17,6,41214,,,31729,29304,47773,16676,3789,69,126,8,334,12130,34,104,67,12,28,
Arkansas,Dallas,23,4.5,4.5,19,39,5.5,45,18,12,8,41,28,237,4796,32,87,50,4.4,40,20.3,597,9.9,0,10,79,40,8,18,37259,,,31364,,40338,7182,2960,45,17,4,242,3811,36,85,68,8,34,
Arkansas,Desha,32,5.6,5.2,24,38,4.1,37,60,11,10,43,26,61,8575,38,87,40,4.5,50,17,730,10,1,15,85,25,14,20,36132,,,22828,25492,45742,11512,5398,49,73,17,738,5125,40,71,59,12,36,
Arkansas,Drew,25,5,4.8,21,41,5.8,30,40,14,8,70,22,606,10206,43,88,67,5,27,10.8,362,9.8,0,16,82,26,19,11,42494,,,24329,23802,57984,18328,5104,101,124,6,710,12118,37,70,68,12,27,
Arkansas,Faulkner,21,4.3,4.6,21,35,7.2,30,55,18,8,49,38,139,3918,48,93,67,3.3,27,9.1,361,10.6,0,15,84,37,10,6,53882,49792,60553,33858,30636,56653,124806,14979,848,1633,98,5165,99820,35,126,63,14,17,
Arkansas,Franklin,22,4.8,4.8,21,34,7.4,37,66,14,9,28,17,6,5538,48,97,59,3.6,17,10.6,427,9.8,1,15,82,43,13,4,43696,38750,,,,39538,17810,158,255,186,35,609,16293,33,38,72,14,23,
Arkansas,Fulton,22,4.8,4.9,20,28,6.5,30,44,12,10,58,16,49,6902,38,98,63,4,29,6.6,184,9.7,0,14,82,30,14,12,35630,24107,,,,36398,12269,78,96,40,2,188,11659,32,39,78,12,33,
Arkansas,Garland,20,4.6,4.8,19,30,6.6,35,78,14,10,88,58,262,4743,54,85,61,4,43,11,645,9.9,0,17,79,21,15,11,43610,,,25435,30214,45868,99154,8459,756,868,69,5811,81108,35,188,68,14,35,
Arkansas,Grant,20,4.5,4.4,18,36,7.8,39,27,16,6,11,38,99,4963,54,89,55,3.1,33,9.9,254,10,0,13,85,49,17,4,52050,13625,,51563,,52122,18188,487,95,74,12,530,16793,33,54,80,12,18,
Arkansas,Greene,20,4.5,4.6,20,36,7,33,40,16,7,58,31,190,5782,45,96,54,3.5,36,11.1,379,10.8,0,12,85,28,15,9,46512,35938,33618,45938,,48305,45325,808,277,182,181,1325,41991,35,107,68,9,24,
Arkansas,Hempstead,27,5.1,4.9,22,29,5.8,36,64,12,11,27,37,101,5911,41,82,55,3.6,41,10.5,628,10.1,1,16,82,21,18,14,38682,,,31893,23181,53158,21741,6443,152,119,42,2863,11810,37,48,69,11,31,
Arkansas,Hot Spring,20,4.6,4.6,20,36,7.2,38,25,16,8,21,24,196,5591,54,92,52,3.8,35,10.4,230,10.2,0,13,84,41,18,7,47205,,,31136,32904,43259,33701,3754,217,139,24,1187,27794,32,57,76,9,30,
Arkansas,Howard,26,4.9,5,22,45,5.7,30,10,13,12,45,22,82,5791,45,97,54,3.5,41,13.4,154,10,1,12,79,26,13,21,40199,,,23576,32386,42585,13341,2739,209,75,15,1677,8499,36,42,69,12,27,
Arkansas,Independence,23,4.7,4.9,20,29,7.2,30,51,15,8,77,40,173,5283,44,88,59,4.1,37,13.9,496,10.2,0,13,81,17,14,7,45596,,42550,,31370,45905,37678,830,306,305,87,2465,33286,35,70,72,10,20,
Arkansas,Izard,20,4.6,4.6,20,35,7.7,31,50,14,10,37,29,59,6526,38,97,52,5.5,21,13.2,221,9.8,0,13,78,26,13,1,37828,,,,85694,40439,13593,281,117,71,2,352,12597,34,19,79,9,28,
Arkansas,Jackson,25,5,5,22,43,6,33,36,14,9,41,36,89,6959,49,89,45,6.2,43,10.5,692,10.2,1,14,82,28,24,10,36573,,,21418,,36939,16811,2941,122,87,33,487,12877,36,22,69,10,30,
Arkansas,Jefferson,26,5,4.7,21,41,5.4,34,53,13,7,68,44,220,4960,41,81,49,5.3,54,14.3,1009,10.4,0,17,87,20,16,7,38596,33491,60236,32230,29077,51404,68114,38668,283,590,78,1456,26298,39,94,62,16,34,
Arkansas,Johnson,24,4.8,4.7,21,40,7.6,29,61,14,11,56,26,258,4187,48,91,39,4.5,30,8.3,244,9.8,0,15,79,18,13,3,39381,,,28472,31130,38931,26742,446,313,664,36,3775,21110,33,64,72,11,34,
Arkansas,Lafayette,25,4.9,4.8,20,46,5.8,45,14,12,11,29,0,60,6579,30,93,51,5.2,47,10.2,178,9.7,1,16,81,35,29,9,35527,,,22539,,47461,6682,2399,38,35,5,185,3958,38,42,77,12,35,
Arkansas,Lawrence,21,4.6,4.7,19,32,6.3,31,43,15,8,30,30,201,7665,25,89,58,3.9,32,9.7,227,10.4,1,12,85,40,9,16,40308,,,,,,16434,194,97,53,6,276,15585,32,32,67,9,27,
Arkansas,Lee,29,5.2,4.9,25,39,3.4,33,43,13,9,11,33,11,7217,34,80,36,4.8,50,12,294,10.1,1,17,79,30,16,27,28080,,,19099,,49375,8985,4841,53,53,2,225,3705,40,49,58,16,51,
Arkansas,Lincoln,25,4.6,4.5,22,33,5.7,40,39,15,9,15,15,149,6493,42,95,31,4.3,26,8.1,155,10,0,15,85,43,16,17,44951,,,23611,45227,51343,13383,4049,71,43,1,524,8572,36,29,75,10,27,
Arkansas,Little River,24,4.9,4.8,21,38,6.8,35,62,13,9,24,41,16,5371,46,85,50,5.3,43,12.9,144,10.1,1,8,87,45,21,5,43559,76500,,25921,77885,50587,12326,2417,205,58,9,457,8952,36,52,72,6,24,
Arkansas,Logan,22,4.9,4.8,20,33,7.3,35,73,14,10,18,41,28,5631,33,92,49,4,30,12.9,380,9.9,1,10,81,36,18,5,41471,,6125,,,40449,21737,307,252,522,5,675,19641,34,54,72,9,30,
Arkansas,Lonoke,19,4.2,4.3,19,43,7.5,33,47,16,7,16,27,50,5364,49,91,61,3.2,27,8.5,340,10.7,1,13,88,50,13,7,56651,51250,71169,34215,61049,59333,73657,4591,522,689,59,3507,63065,34,56,69,10,16,
Arkansas,Madison,22,4.7,4.7,21,35,7,31,48,15,11,18,24,152,5305,43,88,35,2.9,23,4.3,188,9.2,0,11,83,56,12,12,42674,14627,,,28500,45898,16481,68,279,133,83,986,14724,36,11,78,8,27,
Arkansas,Marion,20,4.6,4.8,20,29,7.2,30,19,13,10,12,18,12,5431,35,92,53,4.1,33,7.9,342,9.4,1,13,79,32,17,7,36581,13691,16250,,,36409,16722,89,158,112,10,382,15688,36,15,79,13,32,
Arkansas,Miller,23,4.8,4.8,21,34,5.8,40,65,14,8,73,32,227,5478,43,87,56,4.8,49,10,537,10.1,1,15,86,19,12,14,42162,,,30912,21336,49927,43592,10830,367,219,31,1552,29892,37,168,64,12,33,
Arkansas,Mississippi,27,5.2,4.9,24,41,5.7,38,72,13,8,43,39,116,8228,43,87,47,5.7,52,12.3,987,10.7,1,16,82,21,17,7,36718,,,29346,29044,42926,41239,14607,185,202,13,1725,24015,37,66,56,13,36,
Arkansas,Monroe,28,5.3,5.1,22,39,5.7,37,57,11,8,42,58,14,6706,26,90,40,4.3,66,9.9,371,10.1,1,16,77,31,17,6,32922,,,25506,43462,40917,6900,2733,48,50,0,205,3744,38,76,60,11,39,
Arkansas,Montgomery,22,4.6,4.7,18,29,6.9,24,98,13,11,22,22,22,4727,29,93,45,4.8,31,5.6,219,9.5,1,11,82,43,19,11,38318,29417,,,27422,39568,8924,41,119,143,3,407,8053,33,23,83,8,31,
Arkansas,Nevada,26,4.9,4.9,21,36,5.6,41,40,12,8,36,0,84,5380,39,93,52,3.5,47,9.6,194,10,1,14,84,48,14,14,37626,,,23098,,45820,8326,2555,34,44,2,351,5220,36,21,68,7,30,
Arkansas,Newton,22,4.7,4.8,19,32,6.2,26,59,13,10,0,0,26,2774,27,80,43,3.4,20,5.1,316,8.9,1,18,79,42,11,21,36078,,,,,,7805,40,100,31,1,157,7299,33,15,88,10,33,
Arkansas,Ouachita,27,5.3,5.1,23,38,5.2,34,42,12,7,50,42,169,5116,48,91,56,4.7,51,19.3,620,9.9,0,16,87,27,15,14,37624,,,27500,14409,44392,23606,9396,110,110,10,596,12954,38,31,68,13,33,
Arkansas,Perry,20,4.5,4.6,19,33,7.4,28,46,15,9,10,0,0,3981,43,91,54,4.2,30,7.7,519,10,1,8,79,64,15,6,45342,,,,31389,45859,10352,210,100,34,3,325,9500,32,23,80,7,24,
Arkansas,Phillips,33,5.6,5.3,24,43,2.4,40,13,10,7,54,33,55,7250,25,86,57,6.1,61,11.3,1192,10.2,1,19,80,23,19,31,29945,,,21188,,48587,18029,11077,65,90,2,373,6240,37,47,48,16,48,
Arkansas,Pike,22,4.7,4.7,20,34,7,37,51,14,12,28,37,28,5971,30,87,56,4.2,30,12.1,142,9.8,1,13,77,47,14,11,41534,,,24706,,39280,10673,350,123,82,4,684,9323,32,46,77,7,28,
Arkansas,Poinsett,24,5,4.9,22,42,5.7,40,34,14,10,17,17,279,6884,44,82,45,3.8,51,10.8,348,10.5,0,13,83,32,21,19,37370,28036,,19800,,41226,23974,1969,98,71,9,769,20700,35,51,63,10,35,
Arkansas,Polk,24,5,5.2,20,34,5.7,31,60,13,13,70,40,85,4818,35,90,52,4.2,32,13.9,297,9.4,0,17,77,23,13,20,39048,31205,,,37516,37480,20049,104,425,207,10,1320,17572,34,47,76,12,30,
Arkansas,Pope,22,4.8,4.6,19,34,7.2,32,68,16,11,64,45,225,5216,46,91,53,4.5,30,13.3,372,10.2,1,14,84,17,11,6,45788,37813,,40650,33101,43365,64000,2029,608,806,58,5995,53526,36,103,68,11,20,
Arkansas,Prairie,22,4.5,4.7,19,44,5.8,47,41,14,9,12,12,25,6015,33,88,63,3.9,31,14.5,170,10.2,1,12,77,40,15,20,43245,,,30000,,43521,8074,946,34,11,6,147,6850,34,20,72,7,24,
Arkansas,Pulaski,19,4,4,18,33,6.2,30,84,15,8,117,75,426,4776,50,80,69,3.5,46,15.7,1060,10.8,0,16,83,20,12,10,49957,48333,75000,34910,40549,63019,392680,146099,1768,9149,209,24521,203921,35,301,58,15,26,
Arkansas,Randolph,22,4.7,4.9,20,35,6.3,33,41,14,9,57,39,89,5443,38,93,62,4,40,5.7,295,10.2,1,13,82,34,19,15,37799,,,40000,41875,36701,17948,178,110,73,233,379,16715,31,23,72,12,27,
Arkansas,St. Francis,28,5,4.9,24,43,4.5,40,62,13,8,46,35,322,5509,42,81,44,5.2,59,10,777,10.2,1,14,82,26,18,15,33257,,,30498,,40531,25439,13301,200,162,17,1385,10131,40,29,57,15,46,
Arkansas,Saline,15,3.7,4,16,30,7.9,27,59,17,8,44,29,133,5006,53,93,68,3.1,28,7.5,352,10.6,1,9,85,41,13,6,63677,,66458,53878,54697,63525,121421,9579,762,1626,84,6030,101925,31,116,78,7,13,
Arkansas,Scott,23,4.9,4.9,20,38,7.2,37,88,14,12,19,10,10,5139,35,86,41,3.7,26,10.5,318,9.4,0,13,79,33,18,8,35826,79702,205550,,43700,33896,10319,61,279,338,5,790,8704,35,19,74,9,30,
Arkansas,Searcy,22,4.7,4.7,20,32,6.4,31,23,13,10,25,38,226,3439,22,97,45,4.3,20,5,127,9.3,0,12,70,37,16,17,31659,18647,,,36719,37730,7958,30,125,32,2,213,7388,32,29,78,10,35,
Arkansas,Sebastian,21,4.5,4.8,22,31,7.3,30,78,15,13,129,74,329,4953,47,88,52,3.6,35,10.7,636,10.6,1,16,82,18,12,4,46843,45909,50122,30319,34524,46018,127753,8425,3076,6051,269,18659,88149,33,194,60,12,23,
Arkansas,Sevier,29,5,4.7,20,33,7.4,37,56,13,18,47,35,53,6610,47,92,39,4.7,26,8.8,216,9.9,0,17,74,37,14,11,44100,46324,,32353,40739,51676,17139,630,570,110,188,5831,9694,35,53,75,8,30,
Arkansas,Sharp,26,5.4,5.4,21,38,6.5,35,45,12,10,29,23,213,4389,36,98,49,4.8,37,15.5,0,10,0,14,80,31,20,10,36032,28182,,,,33952,17366,144,174,96,12,407,16223,34,37,76,12,34,
Arkansas,Stone,23,4.9,4.8,20,39,6.3,33,58,13,12,48,24,96,4256,50,95,50,4.5,33,11.2,239,9.6,0,12,77,29,21,14,34009,,,,,,12457,46,116,58,5,254,11764,34,16,73,12,33,
Arkansas,Union,23,4.6,4.8,20,35,5.8,33,48,13,9,56,41,181,5023,45,88,56,5.6,42,24.1,583,9.8,1,17,90,21,14,13,45335,38026,,27983,34338,54326,39126,12768,213,280,22,1615,23768,36,71,75,13,25,
Arkansas,Van Buren,21,4.7,4.9,19,37,7.1,31,57,13,10,24,36,72,3949,36,93,39,5.3,31,12.7,278,9.8,0,12,82,37,15,6,40486,,,,33828,36834,16603,100,166,61,4,509,15525,31,28,77,11,27,
Arkansas,Washington,20,4.1,4.5,19,30,7.5,25,86,17,12,81,63,363,3574,49,87,63,2.6,29,8.5,455,9.9,1,16,79,27,9,6,50893,38173,49208,28264,40684,53190,236961,7999,3690,6355,6132,40606,167595,34,179,53,12,17,
Arkansas,White,20,4.4,4.7,19,31,7.3,31,57,15,9,51,32,180,6792,48,86,55,4.4,29,10.4,344,10.5,1,14,83,32,13,5,44811,92409,,29449,30278,45379,78727,3508,516,669,57,3465,69192,35,70,67,12,22,
Arkansas,Woodruff,26,5.1,5,21,42,6.4,41,50,12,10,46,46,62,7327,22,90,48,4.7,41,15.2,161,10.1,0,14,80,28,27,3,34306,,,17679,,38446,6490,1683,37,18,5,139,4500,36,24,67,9,36,
Arkansas,Yell,25,4.8,4.7,21,38,7.7,35,54,14,12,56,28,19,11211,37,87,46,4.2,45,11.2,334,10.1,1,14,79,25,14,5,41729,50844,26012,,39465,43574,21535,336,234,282,16,4422,16119,37,68,70,8,25,
California,Alameda,12,3,3.2,10,19,8.3,15,100,20,6,110,93,614,3298,44,87,76,3,26,6.5,629,10.4,0,24,61,46,7,1,101744,63022,116200,49367,72438,108277,1666753,171518,17973,529210,15870,373040,517970,33,1621,53,17,10,
California,Alpine,16,4.2,4.4,14,23,6.9,21,100,20,8,0,0,454,2480,21,0,53,4.6,43,0,442,5.6,0,23,66,35,7,12,55384,40417,,,31250,69375,1101,1,263,22,0,125,706,31,5,84,19,35,
California,Amador,13,3.4,3.7,11,30,8.2,25,76,21,6,67,74,229,3115,46,88,61,4,28,7.8,237,8.9,0,19,81,41,14,4,58515,,72188,,80958,59637,39383,989,913,685,104,5661,30485,30,50,77,17,14,
California,Butte,17,4.2,4.4,14,27,7,22,84,20,7,61,71,645,4656,39,85,69,5,32,7.8,327,8.9,1,23,75,24,10,7,50945,41691,41981,30094,41843,51185,231256,3546,5728,11435,662,38528,165658,32,241,59,20,20,
California,Calaveras,12,3.4,3.9,11,31,8.2,31,60,20,7,44,48,164,3050,40,90,57,4,38,8.5,327,9,0,20,76,60,12,3,62984,58452,37963,,64038,59309,45602,376,884,791,115,5643,36800,31,18,78,19,18,
California,Colusa,19,4,4,12,41,8.2,28,75,20,11,32,46,176,3534,43,89,49,12.9,30,5,201,8.7,1,18,77,33,21,3,57249,69167,,,56375,56609,21627,207,600,357,128,13048,7425,33,153,61,13,14,
California,Contra Costa,12,3.1,3.6,10,24,8.5,16,97,20,6,103,87,339,3379,45,88,71,3.2,26,5.6,336,11.6,1,21,68,51,9,3,101463,73008,112588,61768,69126,105826,1150215,100415,11706,207246,6723,297255,497460,32,1016,66,17,9,
California,Del Norte,18,4.3,4.4,15,34,6.4,25,89,20,6,62,93,406,2869,36,81,44,5.5,34,4,609,8.5,0,22,74,10,10,14,48518,30500,80735,56226,37348,47969,27828,916,2594,875,55,5576,17356,33,57,62,17,27,
California,El Dorado,12,3.4,3.8,11,23,8.2,18,90,22,5,81,77,331,3277,45,89,71,3.6,21,5.9,218,9.3,0,19,77,39,8,6,81869,61250,122314,91250,70684,80514,190678,1697,2542,8961,433,24640,147978,31,114,77,16,9,
California,Fresno,24,4.2,3.9,13,31,7.7,20,78,17,9,67,61,347,4172,44,81,55,7.5,41,5.2,542,15.3,1,28,78,24,11,4,52318,40022,61069,32571,41192,66362,994400,46131,29536,109851,2739,531677,288757,35,336,53,20,30,
California,Glenn,18,4.1,4.1,13,32,8,19,66,20,11,18,78,114,5716,37,82,45,6.5,28,7.5,408,9.1,0,23,77,31,10,4,47365,38462,,,43845,49539,28047,236,886,870,51,11862,14235,34,132,60,18,19,
California,Humboldt,16,4.1,4.6,14,29,7.1,17,85,21,9,69,78,452,2855,37,84,67,3.6,39,9,432,8.8,0,25,72,17,9,6,49471,30957,47266,30257,41250,47889,136373,1650,8614,3899,456,16156,101099,32,281,57,21,23,
California,Imperial,25,4.3,4.1,13,35,7.2,31,69,17,8,24,34,140,3679,31,85,52,18.1,37,4.4,366,13.5,0,27,81,22,9,9,46633,53125,86667,24435,43321,62716,181827,4510,4548,3887,365,153756,18828,34,226,58,19,30,
California,Inyo,15,3.6,3.9,12,28,7.5,27,42,20,9,111,67,461,2288,40,40,60,3.9,27,7.8,600,7.3,1,17,69,15,9,12,53793,41622,,72019,45660,54684,17987,173,2426,296,30,4075,11110,32,94,63,16,15,
California,Kern,23,4.3,4.1,15,32,7.7,22,76,18,9,49,48,189,4914,38,86,46,8,36,4.7,545,19.7,1,25,80,24,9,5,51586,51071,71620,36439,43662,63483,896764,46686,23649,48101,2531,483846,300436,37,303,58,18,27,
California,Kings,21,4.4,4.1,14,29,7.8,24,44,21,9,40,59,202,4781,35,80,51,7.7,36,3.9,443,16.7,1,24,76,26,10,5,58255,43971,73810,43917,43845,68415,151366,9286,4803,6836,525,83200,48089,35,117,52,16,23,
California,Lake,18,4.2,4.5,14,25,7,23,66,19,9,45,45,362,3379,27,78,49,5.2,39,6.4,535,6.9,1,24,71,42,13,9,45086,22622,,27763,40560,45279,64382,1133,2830,887,199,13717,44863,32,34,66,19,26,
California,Lassen,15,3.8,3.9,14,41,7.5,37,54,24,5,32,107,305,4434,33,86,37,4.8,28,5.1,587,7.4,0,16,81,18,20,7,57705,34886,109792,64375,51058,56883,30802,2419,1315,478,278,5920,20054,33,38,68,13,16,
California,Los Angeles,16,3.6,3.6,11,22,8.5,16,98,19,10,73,86,342,4346,38,82,63,4.7,35,5.7,488,14.2,1,33,74,50,8,2,67986,54447,75326,45886,52712,83847,10105518,804853,145254,1551894,37200,4915287,2639358,35,2070,46,24,20,
California,Madera,23,4.3,4.3,13,36,7.7,28,70,20,10,44,43,163,3584,36,83,45,7,32,4.5,620,14,1,25,77,38,12,9,53632,48333,58662,43854,44155,63660,157672,5177,6978,3927,461,91939,53078,35,197,64,17,29,
California,Marin,11,3,3.4,10,17,8.8,13,97,20,5,148,118,756,2012,48,87,76,2.4,24,8.7,178,10.3,0,22,65,45,5,2,122933,91845,103000,66316,64367,121310,259666,6529,2558,16847,688,41846,185544,28,870,64,19,6,
California,Mariposa,14,3.6,4.1,12,24,7.5,21,49,19,8,34,57,280,3317,27,86,60,5.3,31,8,431,9.2,0,20,63,39,7,6,51402,51902,25990,,42014,53432,17471,202,594,301,34,2035,13920,30,9,69,19,23,
California,Mendocino,17,3.9,4.2,13,32,7.6,19,72,19,11,90,80,642,2743,28,84,57,3.9,42,7.8,640,8.8,1,28,74,21,8,7,51386,49321,62723,,40964,53470,87606,673,5537,1945,220,22445,56655,31,96,59,23,26,
California,Merced,23,4.3,4.2,14,28,7.6,22,70,19,9,44,42,173,5413,41,88,48,8.3,37,4.4,555,12,1,25,79,30,14,7,56169,35625,56013,39576,44436,61238,274765,8178,6913,21743,1053,165437,74569,36,208,52,18,29,
California,Modoc,16,4,4.3,14,28,6.8,25,46,18,11,68,80,365,3131,17,86,49,7.5,23,0,505,6.6,0,16,69,14,19,12,45227,28750,,,30667,47323,8777,90,439,113,29,1248,6817,30,13,77,12,27,
California,Mono,14,3.5,3.8,12,25,7.4,18,92,23,10,64,49,196,2685,42,36,62,3.8,22,2.8,262,6.1,1,14,48,15,6,15,66499,56458,,,52993,68700,14250,102,426,314,48,3926,9306,31,10,62,10,12,
California,Monterey,22,4.1,4.1,12,28,8.6,20,90,19,11,60,69,360,3224,43,85,47,6.3,33,5.1,421,6.7,1,30,71,27,8,3,69665,59375,79132,64281,55720,82328,435594,11127,11351,29494,2682,257572,128781,32,221,51,19,19,
California,Napa,14,3.3,3.8,10,24,9,19,90,20,9,96,90,549,2743,41,87,64,2.9,28,7.4,398,10.6,1,22,76,32,9,2,85624,67857,111888,73939,63155,93084,139417,2877,1745,12240,567,48101,72552,31,379,64,17,9,
California,Nevada,12,3.5,3.9,12,22,7.8,14,81,21,7,70,85,799,2300,46,50,73,3.5,29,9.9,264,8.1,1,21,73,30,6,7,66681,44310,84107,60370,49581,63954,99696,492,1260,1417,199,9644,84666,27,156,74,19,14,
California,Orange,14,3.1,3.3,9,19,8.9,15,100,20,8,97,112,267,3107,46,89,70,2.9,25,6.2,214,10.6,0,27,79,42,9,1,89373,68847,88707,75589,65103,97369,3185968,52262,32905,681242,12403,1088251,1278479,31,1797,57,20,13,
California,Placer,11,3.1,3.5,10,21,8.5,15,94,20,4,124,105,299,2264,48,90,78,3.2,20,7.4,162,10.5,1,18,80,39,7,3,89175,44293,116409,72303,70247,84997,393149,6441,4210,31619,1044,56026,283300,29,279,72,16,7,
California,Plumas,14,3.7,4.1,11,27,7.6,24,98,19,7,85,90,282,3349,23,81,71,7.5,35,11.7,575,9.9,0,18,76,23,11,2,55079,61667,23167,,51774,53919,18804,179,591,219,28,1726,15681,30,45,73,16,20,
California,Riverside,17,3.8,4.1,12,27,8.3,21,89,20,9,43,51,206,3750,36,89,55,4.4,30,4,291,14.8,1,26,78,46,9,7,66793,53250,81229,60421,54606,71482,2450758,151336,46871,173695,11005,1214445,850637,37,407,66,20,17,
