State,County,Percent_Fair_or_Poor_Health,Average_Number_of_Physically_Unhealthy_Days,Average_Number_of_Mentally_Unhealthy_Days,Percent_Smokers,Percent_Adults_with_Obesity,Food_Environment_Index,Percent_Physically_Inactive,Percent_With_Access_to_Exercise_Opportunities,Percent_Excessive_Drinking,Percent_Uninsured,Primary_Care_Physicians_Rate,Dentist_Rate,Mental_Health_Provider_Rate,Preventable_Hospitalization_Rate,Percent_Vaccinated,High_School_Graduation_Rate,Percent_Some_College,Percent_Unemployed,Percent_Single_Parent_Households,Social_Association_Rate,Violent_Crime_Rate,Polution_Average_Daily_PM2.5,Presence_of_Water_Violation,Percent_Severe_Housing_Problems,Percent_Drive_Alone_to_Work,Percent_Long_Commute,Percent_Adults_with_Diabetes,Percent_Limited_Access_to_Healthy_Foods,Median_Household_Income,Household_Income_(AIAN),Household_Income_(Asian),Household_Income_(Black),Household_Income_(Hispanic),Household_Income_(White),Population,Population_Black,Population_AIAN,Population_Asian,Population_NHPI,Population_Hispanic,Population_NHW,%_Insufficient_Sleep,Average_Traffic_Volume_per_Meter_of_Major_Roadways,%_Homeowners,%_Severe_Housing_Cost_Burden,%_Children_in_Poverty,Teen_Birth_Rate
Montana,Ravalli,14,3.7,4,15,27,8.2,24,72,19,13,61,49,208,3193,37,95,64,4.2,24,10.6,198,8.7,0,18,71,32,7,2,50055,33250,,,,49688,43172,154,524,259,43,1562,40018,27,46,76,,,
Montana,Richland,12,3.1,3.2,14,31,8.1,28,61,23,11,45,46,119,2268,50,86,61,3.1,23,18.1,282,6.2,0,11,78,15,8,9,67242,85691,,,52185,70313,10913,55,262,55,7,577,9752,30,150,63,,,
Montana,Roosevelt,23,5.1,4.8,31,35,4.8,29,49,22,20,36,54,190,3463,28,68,51,4.6,48,4.5,611,6.3,0,9,76,20,17,31,40179,25394,,,66563,63920,11059,38,6702,64,1,460,3693,32,68,61,,,
Montana,Rosebud,17,4.1,4,21,32,7.4,25,55,21,14,54,44,243,4214,27,74,61,5.3,27,15.1,138,6.1,1,14,74,14,13,10,57674,35179,,,,60547,9063,37,3524,100,4,444,4979,30,18,71,,,
Montana,Sanders,17,4.5,4.1,18,25,6,29,83,18,16,77,34,304,2860,22,91,49,6.4,21,6.8,225,9.5,0,18,65,26,11,22,39861,30795,71250,,,37446,11844,34,492,56,6,378,10663,27,12,77,,,
Montana,Sheridan,12,3.3,3.4,15,38,7.7,33,64,22,11,58,29,146,4323,50,97,68,2.4,10,23.1,306,6.2,0,9,71,20,8,12,51690,,,,,,3424,16,77,17,0,165,3089,25,61,78,,,
Montana,Silver Bow,16,4.1,3.9,17,25,7.8,23,63,21,10,72,94,540,3454,46,86,62,4,34,9.5,318,8,0,18,80,9,8,4,47302,8090,,,43448,43610,34993,243,809,295,35,1778,31384,28,165,67,,,
Montana,Stillwater,12,3.2,3.3,13,25,8.6,23,36,21,8,21,31,52,1842,36,92,70,3.4,12,11.7,211,5.3,0,11,66,38,9,5,66226,57604,,,75048,64303,9534,21,116,87,3,420,8785,27,41,79,,,
Montana,Sweet Grass,12,3.3,3.4,14,28,8.2,21,71,21,10,54,27,81,1308,18,90,55,3,23,13.5,96,4.8,0,14,69,20,5,7,52747,,,,24519,50417,3710,14,42,21,1,92,3468,26,48,74,,,
Montana,Teton,12,3.5,3.5,15,24,7.5,28,27,21,12,16,49,97,2212,37,94,63,3.4,17,21.4,222,5.9,1,12,64,28,7,13,48368,,,,36685,52519,6162,14,106,67,1,98,5746,28,13,70,,,
Montana,Toole,14,3.5,3.6,18,26,7.2,23,69,22,13,41,82,144,5183,30,88,42,2.6,21,8.2,473,6.4,1,15,61,20,5,12,46326,,,,,,4853,51,258,35,4,209,4185,27,39,58,,,
Montana,Treasure,15,3.8,3.7,16,33,4.6,25,11,18,14,0,0,0,1359,54,50,80,3,12,0,0,5.6,0,15,62,30,11,42,50774,,,,,,679,0,23,6,0,26,613,27,1,67,,,
Montana,Valley,14,3.6,3.7,16,31,7.6,31,64,22,12,67,27,121,2727,37,92,70,3.1,25,13.5,136,5.7,0,7,72,15,12,15,48390,32100,,,78833,56305,7437,36,692,76,4,203,6294,27,75,76,,,
Montana,Wheatland,16,4,3.9,17,32,4,25,50,18,17,0,0,89,3801,18,95,40,5,24,0,236,4.7,0,14,49,10,9,46,38449,,,,,,2236,9,115,11,0,154,1984,28,40,71,,,
Montana,Wibaux,14,3.6,3.5,16,30,5.5,29,3,20,11,0,0,0,0,41,100,41,3.4,34,0,0,5.3,0,10,70,20,8,38,49532,,,,,,1034,0,12,6,2,42,961,26,39,79,,,
Montana,Yellowstone,13,3.5,3.8,16,27,8.2,22,85,23,9,98,99,338,3254,52,86,66,3.3,28,13.6,362,6.3,1,14,83,12,8,7,59975,46619,95200,38971,41175,60410,160137,1052,7759,1202,137,9248,137946,30,278,68,,,
Nebraska,Adams,16,3.4,3.4,15,37,7.7,26,82,19,9,88,79,390,3696,59,87,71,2.9,26,13.9,231,8,1,10,82,14,11,9,55167,,40489,,56042,52504,31511,314,413,420,33,3424,26858,30,53,68,,,
Nebraska,Antelope,14,3.1,3.5,14,33,7.9,25,50,19,11,47,32,47,4028,31,95,75,2.4,23,26.7,98,7.5,1,10,76,20,10,7,55371,,,,80962,48304,6336,19,33,31,0,204,6024,25,22,77,,,
Nebraska,Arthur,14,3.1,3.4,15,35,4.1,24,0,19,15,0,0,0,0,46,0,90,5,6,0,0,5.3,0,14,60,29,4,44,46862,,,,,,465,0,2,1,0,20,438,28,2,68,,,
Nebraska,Banner,14,3.1,3.5,15,29,4.6,23,4,19,10,0,0,0,0,40,0,72,3.4,23,0,0,4.6,0,12,59,50,10,45,53865,,,,,,730,14,2,0,0,42,668,27,0,73,,,
Nebraska,Blaine,12,2.8,3.3,13,35,5.1,33,10,20,14,0,0,0,5005,34,100,80,4.6,6,0,0,5.8,0,8,61,36,7,35,44467,,,,,,476,2,1,0,0,8,460,28,6,67,,,
Nebraska,Boone,12,2.8,3.3,14,33,8.3,31,48,22,9,149,76,19,6281,26,96,79,2.2,13,14.9,0,7.7,1,9,76,18,11,6,51911,,,,47500,54148,5239,20,16,17,1,128,5035,27,25,78,,,
Nebraska,Box Butte,15,3.2,3.3,16,36,7.6,23,73,23,10,46,65,186,2821,38,84,67,2.8,35,20.2,221,4.7,0,10,84,6,11,13,57952,,,,72652,56834,10772,95,487,82,3,1373,8729,31,28,66,,,
Nebraska,Boyd,13,3,3.3,13,36,4.9,31,1,18,14,152,51,0,5423,35,100,70,3,15,20.2,0,6.3,0,10,66,25,16,41,42431,,,,,,1955,2,29,17,2,44,1859,27,6,81,,,
Nebraska,Brown,15,3.5,3.6,16,39,7.8,28,76,18,12,100,101,34,1890,11,92,64,3.3,27,23.2,0,5.6,0,13,76,14,9,4,46191,,,,,,2973,14,26,5,2,57,2837,29,36,74,,,
Nebraska,Buffalo,15,3.2,3.2,15,30,7.7,20,89,24,10,90,75,345,3588,61,88,73,2.3,27,14.5,193,7.8,0,11,82,13,8,8,59193,19297,,31532,44263,58732,49615,542,300,880,54,4557,42910,27,63,64,,,
Nebraska,Burt,15,3.3,3.5,17,36,8.4,33,47,20,11,46,31,15,2766,23,95,69,3.3,24,18.4,82,8.8,0,10,84,32,11,0,57548,,,,45909,52956,6488,33,146,28,6,222,5996,27,36,75,,,
Nebraska,Butler,13,3.1,3.2,14,34,8.3,25,42,22,9,99,25,12,2217,50,92,69,2.3,23,12.4,61,8.5,0,11,82,33,10,5,57208,,,,57750,55598,8058,47,36,42,1,299,7596,29,17,78,,,
Nebraska,Cass,13,2.9,3.1,16,40,8.5,27,66,23,7,31,31,34,3412,54,96,76,3,21,12.4,126,9.3,0,11,87,46,12,5,75177,126071,86667,,44413,71198,26159,159,155,125,14,878,24493,30,20,82,,,
Nebraska,Cedar,11,2.7,3.2,13,36,8.3,26,52,22,10,12,36,12,2714,39,80,76,2.3,13,15.2,41,8.1,1,7,75,20,9,5,64570,33295,,,29250,59389,8446,25,54,14,0,166,8134,27,14,81,,,
Nebraska,Chase,14,3,3.3,14,32,8,29,78,20,17,0,50,0,4422,19,92,79,2.2,25,17.6,126,6.2,1,8,78,18,8,12,54866,,,,,,3977,19,18,7,0,599,3314,27,13,77,,,
Nebraska,Cherry,14,3.2,3.4,14,28,7.2,31,65,19,15,69,156,17,3139,10,94,71,2.1,29,15.5,240,5,0,8,65,14,8,15,49782,55469,,,,55641,5761,21,366,32,2,171,5064,25,23,61,,,
Nebraska,Cheyenne,12,2.9,3.3,14,29,8.1,24,63,20,7,62,54,107,4048,34,90,81,2.8,27,11.4,290,5.3,0,8,83,11,9,6,53132,,85114,,50368,58065,9310,45,98,100,5,653,8324,27,11,69,,,
Nebraska,Clay,13,3.2,3.4,15,35,7.4,27,53,20,12,32,0,16,3172,43,98,62,3.1,24,14.5,124,8,1,8,80,32,10,15,56259,,,,45938,57018,6214,28,80,17,18,575,5520,28,6,79,,,
Nebraska,Colfax,19,3.1,3.3,15,32,9.2,29,78,21,17,0,18,0,1534,41,88,34,2.3,16,16.1,0,8.6,0,13,71,21,7,6,55787,,,,57802,56949,10881,412,364,121,54,5118,5180,27,31,71,,,
Nebraska,Cuming,12,2.8,3.3,13,36,8.7,28,70,20,13,44,45,101,2670,26,98,63,2.5,22,14.4,22,8.7,0,10,82,19,10,1,59219,,,,41327,58020,8940,23,74,45,5,942,7831,26,45,69,,,
Nebraska,Custer,14,3.1,3.4,15,36,7,30,49,17,11,55,28,74,6113,46,97,70,2.1,36,11.9,139,6.7,1,10,77,17,11,17,49995,,,,38229,50404,10840,61,69,24,2,375,10208,26,41,70,,,
Nebraska,Dakota,20,3.4,3.2,17,39,8.2,32,86,16,16,10,35,234,5034,44,87,43,3.5,31,9.4,234,8.9,0,14,77,8,11,8,55522,,47987,54232,59112,56250,20083,1084,811,785,98,7841,9553,33,142,66,,,
Nebraska,Dawes,13,3.2,3.5,15,28,7.4,21,88,22,11,79,103,218,3328,40,53,75,2.7,32,15.7,144,4.1,1,15,70,14,8,9,47487,,,,,,8716,152,354,185,34,469,7408,26,38,65,,,
Nebraska,Dawson,18,3.4,3.4,14,36,7.9,26,82,18,15,59,59,110,5078,35,95,50,2.8,30,20.7,152,7.2,0,14,77,14,11,12,56818,41346,,40278,50718,57878,23709,1355,443,290,64,8073,13772,28,32,68,,,
Nebraska,Deuel,14,3,3.4,14,36,7.9,27,78,19,12,0,110,0,4910,28,82,67,3,23,31.9,0,5.6,0,8,79,29,12,10,47097,41136,,,31111,50625,1825,4,29,7,0,123,1654,27,21,76,,,
Nebraska,Dixon,13,2.9,3.2,13,36,8,33,37,20,11,35,53,18,3512,43,95,67,3,21,20.9,28,8.5,1,10,83,35,9,10,54635,,,,67007,55179,5709,20,57,17,11,853,4736,29,15,78,,,
Nebraska,Dodge,13,3.2,3.6,17,35,7.7,29,90,22,11,68,63,141,3805,61,87,62,2.7,33,13.9,197,9,0,10,83,22,12,9,51682,29688,,,36544,56025,36791,345,566,275,138,4918,30567,31,43,62,,,
Nebraska,Douglas,15,3.4,3.7,16,30,8,22,98,22,10,110,95,404,3505,61,86,73,3.1,32,10.5,486,9.5,0,16,83,17,9,3,64580,45700,57727,31238,45440,70286,566880,62598,6932,23767,539,72721,391835,31,310,61,,,
Nebraska,Dundy,16,3.4,3.7,16,35,7.8,25,22,18,17,56,113,0,3886,9,96,59,2.2,28,0,0,6.2,0,6,90,18,7,11,48574,,,,34519,45813,1770,8,29,4,4,145,1568,27,5,70,,,
Nebraska,Fillmore,12,2.9,3.4,14,32,8.2,28,64,21,8,72,72,235,2961,32,92,69,2.5,21,21.5,18,8.2,0,7,80,22,13,6,56697,,,,,,5527,39,47,37,0,227,5158,27,8,76,,,
Nebraska,Franklin,14,3.3,3.5,15,30,7.2,29,51,19,11,67,33,66,2868,21,93,71,3,26,16.7,33,7.3,0,8,81,32,6,15,48778,,,,91250,49212,3023,5,17,6,0,66,2895,28,7,84,,,
Nebraska,Frontier,12,3,3.3,14,44,5.8,30,62,22,11,0,0,38,4551,41,92,77,2.5,20,19,0,6.5,0,9,73,32,11,32,43650,,,,,,2608,12,14,5,0,61,2493,28,8,75,,,
Nebraska,Furnas,15,3.4,3.6,16,34,7.5,30,67,19,11,63,21,21,4805,32,100,68,2.6,21,16.7,62,6.9,0,13,79,18,10,10,49685,,,,38875,48161,4715,21,34,16,3,211,4384,27,30,72,,,
Nebraska,Gage,13,3.1,3.4,15,39,7.8,29,67,21,9,79,70,163,1812,32,87,69,3.2,24,16.7,437,8.9,0,10,79,26,11,8,49931,,50714,,66250,51470,21493,157,144,121,5,586,20248,30,38,69,,,
Nebraska,Garden,14,3.2,3.4,14,29,5.7,31,56,18,13,0,53,0,2781,25,100,82,2.3,15,36.7,0,5,1,10,73,25,12,33,39192,,,,,,1897,7,24,0,0,111,1732,26,14,77,,,
Nebraska,Garfield,14,3.2,3.4,13,28,8.5,30,70,18,11,50,101,0,4873,28,92,81,2.4,21,34.7,49,6.5,0,7,75,10,7,3,46245,,,,,,1987,4,5,2,1,28,1941,26,4,78,,,
Nebraska,Gosper,11,2.8,3.1,12,25,6.9,21,34,21,9,0,0,50,3030,44,86,64,2.5,17,14.8,77,6.9,0,4,83,20,7,21,59722,,,,61250,63884,1996,13,12,8,0,118,1817,27,17,73,,,
Nebraska,Grant,16,3.4,3.7,16,33,4,38,5,18,8,0,0,0,1628,35,100,73,2.6,8,0,0,5.1,0,11,60,29,7,47,56724,,,,,,660,1,1,1,0,8,642,28,7,75,,,
Nebraska,Greeley,13,3,3.4,13,38,5,32,0,20,16,0,0,0,4907,30,93,80,2.6,16,16.8,0,7.1,0,8,69,20,10,40,45221,,,,,,2356,16,3,3,0,59,2264,28,5,80,,,
Nebraska,Hall,18,3.3,3.5,16,35,7.8,28,89,19,13,63,83,346,3644,55,87,56,3.2,40,14.1,288,7.9,0,17,82,12,10,11,53792,48640,70000,29902,45303,58409,61607,1886,1192,891,277,17587,40450,31,60,62,,,
Nebraska,Hamilton,12,2.8,3.2,13,31,8.7,25,67,20,7,98,54,97,3419,54,98,72,2.5,18,21.7,202,8.1,0,9,79,24,9,3,60608,,,,29261,65846,9280,32,31,31,1,318,8805,26,34,81,,,
Nebraska,Harlan,14,3.3,3.5,15,35,8.3,28,56,19,10,87,29,0,2529,28,100,69,2.3,15,11.6,0,7.1,0,7,79,21,11,2,49321,,,,60000,48371,3401,8,20,7,0,77,3266,30,13,80,,,
Nebraska,Hayes,15,3.3,3.5,14,25,5.7,26,6,18,27,0,0,0,4601,56,0,67,2.2,9,0,324,6.2,0,11,77,30,8,33,47047,,,,62857,44432,916,3,5,4,1,43,853,27,1,70,,,
Nebraska,Hitchcock,16,3.4,3.7,16,38,4.3,27,25,18,13,0,0,0,3054,32,80,64,3.4,30,10.6,122,6.3,0,9,79,18,10,44,43880,,,,,,2806,6,15,5,0,117,2640,30,14,73,,,
Nebraska,Holt,13,2.8,3.2,13,32,7.9,30,61,19,11,108,108,197,5910,14,90,70,2.6,17,14.7,77,6.7,1,10,74,13,10,9,55965,37500,,,50855,58719,10178,33,75,56,12,536,9448,29,37,73,,,
Nebraska,Hooker,14,3.1,3.4,13,27,7.6,27,11,18,8,297,147,0,0,60,100,73,3.7,20,44.5,0,5.3,0,10,64,18,9,6,46220,,,,,,682,0,3,2,0,20,652,28,10,65,,,
Nebraska,Howard,12,3,3.3,15,37,8.1,28,47,21,9,47,31,31,3584,27,97,72,3,17,9.3,0,7.5,0,10,76,36,11,5,52292,,,,,,6468,31,39,33,6,175,6159,29,9,77,,,
Nebraska,Jefferson,13,3.1,3.4,15,37,8.1,31,59,20,9,70,42,56,2402,16,93,54,2.5,36,25.1,780,8.4,1,7,80,19,10,6,47075,,,,,,7097,33,56,25,2,295,6631,27,39,72,,,
Nebraska,Johnson,14,2.9,3.1,16,37,7.9,30,56,23,10,39,19,19,4392,13,90,43,3.6,30,13.5,117,8.9,0,12,79,28,10,8,52401,,30000,,26000,56205,5134,318,80,71,0,529,4120,30,11,75,,,
Nebraska,Kearney,13,2.9,3.4,15,37,8.5,24,56,20,8,46,31,46,2459,33,98,68,2.1,22,18.4,99,7.5,0,10,80,23,10,2,64456,,,,42273,57446,6544,16,37,18,3,424,6017,29,30,73,,,
Nebraska,Keith,14,3.1,3.5,15,30,7.8,31,80,17,10,74,62,137,5588,51,93,71,3,35,16.1,106,6,0,9,81,16,10,6,52086,,,,31447,49810,8021,62,61,50,0,607,7163,29,20,71,,,
Nebraska,Keya Paha,11,2.8,3.1,12,30,4.9,28,33,18,19,0,0,0,3465,16,0,77,2.2,8,0,0,5.6,0,10,57,29,14,42,48429,,,,,,810,0,5,4,0,6,792,25,3,75,,,
Nebraska,Kimball,17,3.6,3.7,15,39,8.2,29,76,17,12,0,28,0,3525,21,89,59,2.6,38,11.1,218,4.8,0,9,77,13,12,3,46986,,,,52054,42819,3618,10,82,38,4,365,3060,29,21,71,,,
Nebraska,Knox,14,3.2,3.5,13,32,8.1,31,61,19,13,47,83,71,2892,39,92,75,3,22,16.5,53,7.6,0,9,79,22,10,3,47906,34079,,,44750,50934,8419,29,865,38,6,240,7186,28,6,73,,,
Nebraska,Lancaster,14,3.1,3.3,13,29,8,18,97,25,8,67,98,373,3090,60,84,77,2.5,28,13.1,326,9.1,0,14,81,16,8,3,58618,47625,53638,31904,45742,61189,317272,12582,3114,15376,308,22897,256490,27,106,60,,,
Nebraska,Lincoln,15,3.3,3.6,16,37,7.8,28,86,19,9,54,71,244,6352,50,91,70,3,25,17,274,6.5,0,11,85,12,12,7,56803,51058,,60173,39322,59342,35185,376,383,345,30,3069,30792,32,43,65,,,
Nebraska,Logan,14,3.1,3.4,15,35,8.2,30,2,20,13,0,0,0,3529,36,0,74,2.8,1,0,0,5.8,0,16,72,44,11,4,55531,,,,66042,50536,749,1,7,3,0,18,715,26,5,71,,,
Nebraska,Loup,13,2.9,3.3,13,31,6.1,29,23,18,11,0,0,0,0,33,0,69,3,13,0,0,6.1,0,6,57,30,7,30,47797,,,,,,618,7,2,1,0,20,589,26,8,84,,,
Nebraska,McPherson,14,3.1,3.4,14,27,5.8,28,0,19,8,0,0,0,0,33,0,88,2.5,5,0,0,5.6,0,13,48,42,19,28,53207,,,,,,492,2,0,0,0,5,479,27,2,68,,,
Nebraska,Madison,16,3.5,3.6,15,34,7.8,26,85,20,11,68,116,523,2495,50,92,67,2.5,27,17.9,142,8.3,0,13,81,10,11,7,55226,21579,68011,37721,48520,54087,35392,428,721,668,28,5588,27872,29,66,66,,,
Nebraska,Merrick,14,3.2,3.5,16,38,7.6,30,45,20,9,25,52,26,3008,33,97,71,2.8,21,16.5,64,8,0,7,84,28,16,12,56493,,,,44038,54764,7733,28,66,75,9,363,7130,28,40,73,,,
Nebraska,Morrill,16,3.4,3.7,15,38,7.1,31,45,18,14,21,43,0,3314,42,95,60,2.7,23,18.6,59,4.9,0,9,72,30,14,20,49151,,,,31360,47672,4686,13,87,33,1,723,3831,27,32,72,,,
Nebraska,Nance,13,3.1,3.4,15,31,7.2,27,66,20,9,0,57,0,5777,19,88,70,2.4,19,8.3,0,7.8,0,6,80,31,11,15,47279,,,,43603,46563,3532,17,27,4,1,111,3339,29,23,77,,,
Nebraska,Nemaha,13,3,3.2,15,39,8.3,25,54,22,8,72,43,29,3411,58,94,76,3.4,26,17.3,99,9,0,11,79,18,11,1,52069,,142750,,,52386,6958,94,35,41,8,196,6510,27,33,72,,,
Nebraska,Nuckolls,13,3.2,3.5,14,34,7.5,31,60,17,9,117,72,72,3037,20,96,71,2.6,22,16.4,0,7.8,0,7,77,16,10,12,46954,,,,18250,42205,4195,8,24,27,0,121,3976,26,22,76,,,
Nebraska,Otoe,16,3.4,3.5,14,40,8.4,30,74,21,9,62,56,75,2928,35,88,63,2.8,27,17.5,75,9.2,1,12,80,34,12,3,60734,36065,,,51845,56947,15985,125,106,116,24,1334,14102,28,30,72,,,
Nebraska,Pawnee,16,3.6,3.7,15,33,7.5,26,9,17,13,76,152,38,3394,11,100,62,2.5,27,0,19,8.7,0,12,69,33,8,7,45487,,,,,,2632,15,5,6,0,49,2509,29,12,84,,,
Nebraska,Perkins,11,2.6,3,12,26,8.2,26,47,20,14,103,34,0,6630,50,97,73,1.9,5,27.6,34,6.1,0,9,78,17,11,9,57251,,,,31875,63169,2929,17,10,5,2,127,2756,26,21,78,,,
Nebraska,Phelps,12,2.8,3.2,13,37,8.4,25,71,21,8,77,56,145,3435,50,94,75,2.2,13,21,97,7.5,1,8,83,17,10,4,59003,,,,39698,59523,8996,35,74,39,4,529,8267,25,83,72,,,
Nebraska,Pierce,12,2.9,3,15,32,7.3,31,65,22,7,84,42,14,2571,32,98,77,2.6,17,15.4,74,7.9,1,10,80,22,11,17,57367,,,,,,7142,31,27,28,1,144,6846,28,22,76,,,
Nebraska,Platte,14,3,3.3,15,36,8.5,23,84,21,10,72,45,195,2872,57,92,63,2.6,23,10.9,102,8.6,1,12,80,9,9,6,63656,,,,52375,64586,33363,215,441,401,54,6611,25837,27,85,72,,,
Nebraska,Polk,12,3,3.3,14,35,8.8,26,46,20,10,38,38,19,2545,58,94,68,2.3,20,20.6,10,8.2,0,6,79,29,10,1,59815,,,,32188,63355,5278,9,32,12,3,331,4857,27,22,80,,,
Nebraska,Red Willow,15,3.3,3.7,16,35,7.2,25,74,21,9,65,93,168,4330,52,97,70,2.4,26,16.8,96,6.7,0,10,86,12,9,15,49034,,,,38175,48221,10726,141,85,51,3,550,9831,27,39,74,,,
Nebraska,Richardson,15,3.4,3.5,17,36,7.2,33,7,20,10,38,38,101,5588,40,93,76,3,32,17.6,37,9.3,0,13,81,21,10,12,47573,56250,,,74150,46536,7937,30,252,34,1,156,7307,30,38,77,,,
Nebraska,Rock,12,2.9,3.2,13,35,7.8,37,0,19,15,0,0,221,3113,9,100,76,2.4,8,20.9,0,5.9,0,6,71,18,15,9,48260,,,,,,1360,2,13,5,0,21,1317,28,17,73,,,
Nebraska,Saline,16,3.2,3.2,15,37,8.4,30,69,22,13,48,42,63,2416,27,87,50,3,22,12.5,236,8.6,0,10,80,29,12,6,54569,,63575,,42703,56855,14350,129,263,470,94,3714,9811,29,35,70,,,
Nebraska,Sarpy,11,2.7,3.3,13,33,8.5,20,92,24,6,52,67,101,3409,56,92,82,2.7,23,6.5,85,9.5,0,10,88,21,9,5,79358,,73042,69309,60723,82040,184459,7220,1359,4874,230,17992,148581,31,90,69,,,
Nebraska,Saunders,13,3.1,3.3,14,35,8.4,25,53,25,7,38,33,38,3700,45,95,76,2.7,22,16.1,62,9.1,0,10,84,43,11,4,67897,,74643,,51250,67279,21303,105,104,88,1,488,20245,29,19,78,,,
Nebraska,Scotts Bluff,19,3.7,4,18,36,8.6,26,75,16,11,80,67,275,3987,47,92,64,3.2,44,15.4,205,5,0,14,84,9,12,2,50247,40156,38750,,40480,53209,35989,290,1216,323,48,8754,25755,29,51,69,,,
Nebraska,Seward,12,3,3.2,14,31,8.5,23,59,22,7,58,52,150,3561,19,95,81,2.6,18,15.2,57,8.6,0,10,81,35,10,2,71024,,,,76719,67833,17318,118,90,93,2,477,16366,27,34,72,,,
Nebraska,Sheridan,16,3.4,3.7,16,32,7.1,30,56,19,17,57,58,270,4414,22,94,67,2.6,38,24.6,191,4.6,0,10,69,30,13,13,43819,40938,30000,,24615,42548,5190,21,555,26,14,274,4228,29,15,72,,,
Nebraska,Sherman,13,3.1,3.4,14,36,6.1,28,49,19,13,0,33,33,5912,44,91,68,2.6,20,22.7,49,7.1,0,10,79,37,11,28,47499,,,,63382,51133,3038,7,12,15,0,75,2917,27,5,77,,,
Nebraska,Sioux,14,3.1,3.4,14,23,6.2,31,18,17,16,83,0,0,0,28,0,78,2.6,28,0,0,3.8,0,12,52,35,7,25,50861,,,,,,1187,2,18,3,0,68,1088,26,2,73,,,
Nebraska,Stanton,15,3.2,3.4,14,38,7.2,32,31,22,7,0,0,17,1504,50,97,71,2.5,21,11.7,58,8.3,0,11,83,20,7,18,66228,,,51538,64609,61914,5970,48,50,19,1,327,5465,29,5,83,,,
Nebraska,Thayer,13,3,3.4,13,33,8,25,30,20,10,99,20,79,3909,19,95,72,2.2,20,29.7,116,8.1,0,9,82,12,9,7,51299,,,,,,5039,21,21,17,1,121,4797,26,4,79,,,
Nebraska,Thomas,13,3.1,3.4,14,27,5.9,28,17,20,13,0,0,0,2847,38,0,69,3,13,41.4,0,5.5,0,12,66,18,6,27,48275,,,,,,720,6,13,2,0,19,675,26,14,73,,,
Nebraska,Thurston,25,4.7,4.5,27,44,6.6,32,38,20,16,55,82,329,5981,22,79,56,4,55,6.9,62,8.7,0,20,76,18,19,7,45405,37667,,,27344,61758,7303,35,4277,38,2,449,2586,32,34,60,,,
Nebraska,Valley,14,3.2,3.4,14,32,7.8,27,75,19,12,143,95,167,4029,39,96,65,2.9,15,19,97,6.9,0,11,77,15,11,7,48604,,,,,,4190,15,13,15,2,127,3979,28,58,74,,,
Nebraska,Washington,12,2.8,3.2,14,32,8.6,22,49,22,6,48,29,44,2761,41,97,75,2.8,13,6.8,72,8.8,0,9,87,33,11,0,77838,,,55729,,70463,20667,144,88,91,20,634,19497,25,69,79,,,
Nebraska,Wayne,13,2.9,3.4,14,35,8.2,24,52,23,8,54,64,85,2902,51,94,80,2.4,20,11.8,0,8.4,1,13,81,19,11,2,55970,,,,62903,63429,9403,130,81,59,13,638,8409,24,41,64,,,
Nebraska,Webster,14,3.2,3.5,15,33,7.3,31,63,21,10,114,0,57,3422,23,100,70,2.8,25,14.2,110,7.5,0,9,76,26,11,15,45058,,,,36875,42500,3533,18,14,15,13,195,3224,28,13,78,,,
Nebraska,Wheeler,14,3.1,3.4,15,29,5.6,32,4,19,12,0,0,0,2034,32,100,61,2.5,20,0,203,6.9,0,12,70,32,12,36,53369,,,,,,805,0,1,3,0,14,778,28,3,71,,,
Nebraska,York,13,3.2,3.5,14,37,8.2,26,60,20,8,80,87,123,4398,50,99,78,2.5,22,22.5,22,8.3,1,8,80,17,11,5,61478,,,,33977,61208,13772,214,120,112,9,731,12463,28,32,71,,,
Nevada,Churchill,17,4.3,4.5,18,32,7.5,26,87,21,14,54,61,213,3382,42,73,55,3.9,32,8.7,211,7.4,1,16,83,20,9,9,58429,40898,33835,,39268,59301,24440,503,1337,755,99,3506,17774,37,173,66,,,
Nevada,Clark,19,4,3.7,17,26,8,24,97,18,13,55,62,198,4961,34,83,58,4.8,39,3.3,757,9.4,1,20,79,33,11,4,57155,42614,65567,39720,49251,64126,2231647,260376,27371,231352,19377,701766,941736,39,850,53,,,
Nevada,Douglas,15,3.9,4.2,14,25,7.5,20,91,18,12,58,70,118,3073,46,88,65,4.3,28,6.8,152,7.5,1,16,78,34,9,13,70495,35300,55365,42419,51633,64693,48467,420,1118,883,108,6304,38926,30,239,70,,,
Nevada,Elko,18,3.8,4,17,29,8.3,26,69,23,13,36,42,63,3134,36,88,57,3.3,27,5.1,404,5.8,0,10,62,18,10,9,79134,41012,82037,45104,61250,84907,52460,572,3394,684,138,12809,34930,33,130,72,,,
Nevada,Esmeralda,22,4.8,4.7,19,28,4,30,13,16,14,118,0,0,0,19,0,43,4.8,25,0,118,5.2,1,11,65,15,6,52,50179,,,,35938,45598,826,30,59,4,1,154,554,36,54,58,,,
Nevada,Eureka,16,3.9,4.1,17,23,6.1,22,34,21,8,51,100,0,2169,29,100,54,2.7,20,0,338,4.7,0,13,57,35,8,27,70036,,,,,,2003,16,63,21,3,271,1603,33,23,73,,,
Nevada,Humboldt,18,4,4.2,17,33,8.5,21,60,22,15,48,42,101,4589,18,89,50,3.4,27,8.3,327,6.7,1,13,65,14,9,9,72873,29688,78482,,64118,75271,16786,133,817,155,58,4624,10882,35,80,75,,,
